year,songtitle,artistname,songID,artistID,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
2007,Slow Good Morning,Poison the Well,SODQJJD1315CD4A71F,ARCW2471187B99E469,4,0.988,-6.497999999999998,114.379,0.574,7,0.0,0.645732714,0.009000000000000001,0.086,56.731,-106.743,258.693,-148.64,99.827,-109.38,74.009,-60.911,96.382,-71.054,91.364,-54.399,61.591,-73.887,84.98299999999998,-72.789,47.619,-59.928,70.459,-49.50899999999999,39.913,-44.517,51.316,0
2006,3000 Miles,Valencia,SOFDSMF1372F9935C5,ARJ85OC1187B9B4843,4,0.371,-3.973,92.656,0.969,0,0.3720000000000001,0.927585559,0.019,0.015,57.654,-10.598,170.765,-58.734,109.062,-95.101,190.787,-68.132,66.296,-83.71700000000001,106.109,-70.26,71.171,-83.025,68.833,-67.145,35.289,-36.814,60.03,-137.309,53.56100000000001,-53.25100000000001,37.74800000000001,0
1998,All for Self,Fun Lovin' Criminals,SOOVKFE13167717134,ARCLFWR1187B9AE7B2,4,1.0,-6.584,107.904,0.96,2,0.053,0.993425763,0.008,1.57,56.645,-108.114,176.87900000000005,-118.996,123.208,-111.778,74.223,-67.899,132.183,-96.277,82.775,-61.039,53.394,-77.602,76.839,-68.956,34.085,-50.46100000000001,58.01600000000001,-72.195,42.24100000000001,-56.861,39.109,0
1993,Thursday,Morphine,SOSVJNX12A58A7CBDD,ARVHCWL1187B9B8F60,4,0.8240000000000001,-12.655,98.616,0.7809999999999999,7,0.065,0.6964634059999999,0.009000000000000001,22.201,51.231,-110.238,147.803,-136.18,217.8,-115.975,316.8520000000001,-68.319,134.372,-211.609,37.721,-64.7,74.993,-40.917,103.393,-96.122,53.93899999999999,-77.73100000000002,37.092,-94.742,33.506,-45.887,48.401,0
2000,Ooh It's Kinda Crazy,soulDecision,SORXDFO131634A6CA7,ARBY2JE1187FB52ED9,4,0.982,-5.4670000000000005,107.967,0.923,10,1.0,0.874715758,0.01,0.0,58.28100000000001,-55.56,196.377,-119.267,90.897,-133.213,77.376,-64.825,114.308,-101.456,85.854,-85.91,62.682,-86.76700000000002,79.495,-52.575,66.602,-41.057,60.743,-56.353,47.737,-58.828,43.25899999999999,0
2002,Wherever You Will Go,The Calling,SOXWXFN1377AE93D8C,ARXTH0J1187B9AE634,4,1.0,-5.863,111.917,0.411,2,0.424,0.72286377,0.006,0.124,56.702,-110.922,168.705,-168.505,65.828,-161.806,276.481,-64.835,146.37,-86.762,130.42700000000002,-67.87,58.442,-70.245,67.258,-62.725,64.39,-52.052,51.698,-152.88299999999995,39.681,-41.647,28.872,1
2008,Independent,Webbie,SOYPSGU135BB84A314,AR38I491187B9B2F2D,4,1.0,-5.9670000000000005,86.804,0.976,1,0.085,0.47009735,0.001,35.29,57.479,-46.92,183.653,-104.935,106.773,-169.321,176.835,-71.654,120.473,-89.016,127.124,-75.407,95.312,-68.63600000000001,84.036,-56.76600000000001,71.19,-46.517,69.292,-100.38,92.774,-73.89699999999998,32.503,1
2002,Everywhere I Am,Jaheim,SOGLJPW131343A38B3,ARJM42R1187B9B69AA,4,1.0,-8.562000000000001,105.029,0.45,5,0.504,0.50659328,0.003,2.88,53.463,-158.922,159.566,-176.232,112.761,-201.695,148.88,-59.403,180.732,-120.553,86.51700000000002,-65.214,96.074,-96.621,103.43,-80.123,42.802,-76.64699999999998,76.208,-72.336,48.232,-45.997,44.985,0
2003,So Gone,Monica,SOTPJJC13A94B93220,ARKR0111187B99FD2A,4,1.0,-9.009,81.946,0.575,5,0.563,0.5254721529999999,0.002,0.0,53.447,-89.448,383.701,-170.94,205.365,-265.959,275.178,-48.639,191.938,-123.913,188.669,-84.28399999999998,73.907,-171.785,130.662,-72.663,70.678,-44.82,119.502,-113.039,59.405,-49.036,49.667,1
1992,Masterpiece,Atlantic Starr,SOOHLNA13ADC0710BE,ARYV3RR1187FB52D11,4,0.995,-9.272,137.773,0.5529999999999999,10,0.0,0.483816058,0.002,10.544,54.24800000000001,-142.727,195.985,-152.608,75.373,-161.55100000000004,98.865,-53.021,113.145,-110.884,111.518,-127.265,60.026,-101.775,62.598,-71.45100000000002,63.784,-86.925,44.469,-63.367,41.082,-49.68,65.15899999999999,1
1993,Play for Today,The Cure,SOGDCBL137774A7827,ARWA6NT1187FB3F15C,4,1.0,-9.615,80.79,0.5870000000000001,7,0.87,0.8406178870000001,0.015,17.815,53.157,-65.544,172.285,-140.493,83.992,-149.094,194.922,-73.941,46.735,-65.001,128.44799999999998,-67.803,61.862,-75.16,92.701,-67.906,37.22,-64.582,50.274,-63.593,39.622,-38.153,52.867,0
1991,Strike It Up,Black Box,SOWDBFA137787D6A60,AROWNZP1187FB3C028,4,1.0,-11.696,118.979,0.597,1,0.5920000000000001,0.701008565,0.006999999999999999,0.0,51.74100000000001,-254.199,296.027,-198.916,112.917,-150.52100000000004,123.974,-58.848,98.702,-104.902,114.876,-70.844,95.14,-59.28100000000001,79.204,-64.679,36.698,-39.657,56.929,-70.617,39.483,-59.356,55.81399999999999,1
2001,Drops Of Jupiter (Tell Me),Train,SODRNCU12AF72A12AB,ARICCZI1187B9AEBB3,4,1.0,-13.863,80.012,0.508,0,0.28800000000000003,0.36493756,0.001,0.048,50.36,-104.164,170.08900000000003,-136.398,83.24799999999998,-307.7870000000001,146.252,-78.403,82.62200000000001,-76.848,82.76700000000002,-62.43,47.794,-42.682,64.001,-70.085,47.139,-71.53699999999998,46.264,-77.736,42.488,-24.027,44.19,1
2000,Feiticeira,Deftones,SOQBZWO13739987F79,ARXSABJ1187FB3C336,4,0.605,-5.074,76.577,0.138,4,0.515,0.975291832,0.011,0.462,56.115,-93.668,174.232,-71.65,166.202,-297.874,60.385,-97.121,61.437,-73.984,153.69799999999995,-82.65799999999999,51.452,-94.956,54.668,-55.059,38.581,-37.69300000000001,52.64100000000001,-59.574,38.949,-54.12600000000001,42.3,0
1997,Everything's Changed,Lonestar,SOCIWXR13134390D05,ARJ6GR01187B98D64D,4,0.992,-4.941,104.625,0.937,5,0.525,0.67991094,0.006,0.01,56.746,-75.28,170.93900000000005,-97.089,98.762,-139.895,120.574,-70.525,67.189,-105.548,66.564,-64.77,50.733,-70.721,61.896,-70.333,51.088,-62.611,38.469,-72.814,43.942,-55.19,39.584,0
1993,It's a New Day,Heavy D & the Boyz,SOGFITC12AB017E297,ARVT7PP1187B9B6B98,4,0.952,-10.226,89.80799999999998,0.754,7,0.65,0.8324771190000001,0.004,0.001,52.192,-206.383,226.653,-180.321,178.93,-173.73,220.402,-78.58,91.678,-105.42,122.63,-71.643,76.167,-120.018,123.229,-80.468,38.09,-81.671,97.326,-89.178,47.94,-42.31800000000001,41.142,0
2010,House of Cards,Butch Walker,SOIPXUF12AF72A6412,AR7NQDM1187FB3BEAA,4,0.967,-4.4510000000000005,133.437,0.964,0,0.594,0.926592184,0.022,23.818,58.44,-59.161,186.311,-66.598,154.815,-405.6880000000001,69.711,-35.149,102.708,-67.762,57.889,-53.84,65.95100000000001,-68.547,54.435,-44.24800000000001,41.037,-40.934,56.037,-44.451,28.713,-38.699,39.529,0
1990,Belief,The Mission,SOEMYKD1373E8D25A0,AR72HPG1187B9A1496,4,0.982,-8.522,105.78,0.843,9,0.5539999999999999,0.74541784,0.017,0.0,56.478,-109.293,171.13,-89.696,129.436,-198.451,72.218,-42.017,88.083,-89.81299999999997,131.237,-59.363,69.205,-69.801,74.732,-68.236,37.099,-53.702,78.836,-50.05,56.102,-55.923,45.544,0
1990,What Kind Of Man Would I Be?,Chicago,SOAEBLB13666E2B6B9,AR4EUFM1187B99592B,4,0.969,-7.215,88.147,0.98,0,0.684,0.760712941,0.008,1.241,56.565,-112.757,169.368,-56.557,210.438,-139.502,93.828,-58.541,127.186,-84.87100000000002,129.377,-104.69,62.028,-63.44,49.897,-61.597,45.13399999999999,-41.383,41.714,-55.739,47.701,-63.467,44.593,1
2004,My Band,D12,SOAECYM13B345ABBC5,AREJ4S91187B9AD10C,4,1.0,-6.178,120.02,0.916,9,0.418,0.6918989440000001,0.002,21.171,53.59,-135.034,296.208,-128.782,161.67700000000005,-159.54,284.894,-67.101,164.938,-136.996,239.626,-105.044,82.495,-130.275,105.411,-90.365,57.605,-71.421,116.305,-96.957,155.938,-50.146,54.15,1
2008,Burnin' Up,Jonas Brothers,SOSIDDB135C1E477CC,ARWQ4AM1187B9AD5F8,4,1.0,-3.724,114.021,0.912,2,0.5589999999999999,0.950839784,0.006,0.0,58.649,-73.551,262.353,-128.409,237.281,-186.522,275.676,-74.071,139.929,-101.297,85.45299999999997,-121.976,53.624,-82.333,117.324,-59.57,38.674,-53.798,57.773,-167.94400000000005,75.66,-53.419,36.625,1
1998,Inches from Life,MxPx,SOCHBUO1315CD4D21B,ARBOG0H1187B99F775,4,1.0,-4.338,101.271,0.8759999999999999,1,0.024,0.938847645,0.016,0.06,56.604,-75.664,190.058,-168.59,79.719,-377.359,204.442,-66.245,100.78,-81.904,276.012,-68.608,87.48899999999998,-43.646,95.327,-32.1,26.671,-48.985,75.635,-162.78,29.986,-38.518,47.456,0
2009,Sugar,Flo Rida,SOTLWWC13AEB3353FA,AR1IJ1Z11C8A41500D,4,1.0,-16.015,134.048,0.8190000000000001,11,0.04,0.54197129,0.006999999999999999,5.631,46.401,-36.556,236.92,-112.497,131.02,-213.367,205.359,-46.709,122.977,-118.883,186.332,-114.779,67.866,-102.031,75.715,-63.614,32.961,-58.608,68.04899999999999,-65.33800000000001,66.306,-57.395,38.485,1
2005,Wake Me Up When September Ends,Green Day,SOGLJMJ13771270D65,ARV3CRH1187B9A1B21,4,0.95,-4.597,102.194,0.7340000000000001,7,0.919,0.949217951,0.016,30.993,57.392,-86.365,196.702,-47.076,213.21,-85.772,96.294,-43.3,123.403,-72.95100000000002,69.751,-81.688,69.133,-82.10600000000002,100.831,-58.026,49.681,-78.289,74.949,-48.28,42.1,-46.646,53.729,1
2001,Independent Women Part I,Destiny's Child,SOFKWHA12AB017F290,ARKWI7M1187B9B7713,4,1.0,-4.425,125.026,0.5429999999999999,7,0.015,0.900845802,0.01,0.0,58.144,-82.488,222.441,-145.74200000000005,174.41,-150.16899999999995,109.409,-58.53100000000001,141.224,-93.138,125.929,-92.523,77.184,-112.339,82.34899999999998,-42.417,65.00399999999999,-75.905,75.062,-69.869,104.541,-59.705,47.447,1
2003,Baby Boy,Beyonce,SOBEVGM12A67ADBCA7,AR65K7A1187FB4DAA4,4,1.0,-9.771,91.188,0.8759999999999999,2,0.014,0.474631853,0.002,0.0,56.032,-155.109,244.065,-161.731,188.637,-266.346,353.004,-63.618,136.534,-217.181,120.549,-113.058,74.918,-160.838,140.534,-65.568,64.852,-87.324,116.15,-104.381,75.726,-57.775,52.611,1
2006,Laffy Taffy,D4L,SOJLLVD13134398BBB,ARYMIUE1187B9B58A5,4,1.0,-8.701,77.497,0.5529999999999999,8,0.09,0.416975729,0.001,0.0,54.246,-70.138,360.485,-176.472,212.66,-160.04399999999995,374.446,-117.043,147.437,-132.869,198.622,-113.949,88.014,-161.411,175.80200000000005,-82.90299999999998,58.125,-69.49,106.92,-115.292,71.23,-62.929,38.542,1
1992,Jump Around,House Of Pain,SOAGQDI13743104A7D,AR5SDCC1187FB3FE24,4,0.0,-7.17,126.031,0.778,11,0.679,0.6322598229999999,0.006,0.0,53.29600000000001,-94.019,265.081,-171.15200000000004,137.039,-107.708,260.406,-126.859,128.846,-118.338,229.752,-68.304,95.473,-107.927,114.427,-75.759,39.521,-53.101000000000006,88.655,-122.656,106.056,-62.053,53.029,1
1996,Until It Sleeps,Metallica,SOFHAKP12A8C142DA0,ART5MUE1187B98C961,4,1.0,-4.998,124.705,0.6559999999999999,4,0.0,0.949100752,0.012,21.971,57.19300000000001,-34.001999999999995,305.09,-92.591,189.818,-252.273,86.565,-79.38600000000002,113.569,-87.801,172.077,-53.622,73.764,-64.01899999999999,68.44800000000001,-73.77199999999998,45.428,-43.44300000000001,51.287,-45.797,22.745,-55.18600000000001,60.191,1
1998,Loom,Ani DiFranco,SONSIZG12B0B80B92A,ARJ8ZVR1187FB4336E,4,1.0,-8.984,126.905,0.441,2,0.5720000000000001,0.6450296670000001,0.004,8.856,54.853,-94.84,192.653,-172.821,95.306,-130.487,256.373,-38.285,123.412,-92.722,134.511,-88.374,97.17,-85.72,92.787,-69.497,45.676,-45.765,64.87,-93.257,43.36,-45.526,45.882,0
2007,Suffocate,J. Holiday,SOWHRQA13AE23AB0E0,ARDV3AV1187FB551C9,4,1.0,-18.171,122.867,0.18,0,0.442,0.230697468,0.002,11.91,46.825,-161.278,155.058,-118.131,124.494,-196.137,149.929,-46.909,150.80700000000004,-98.009,166.639,-106.104,61.842,-94.63,97.618,-58.32100000000001,60.917,-66.318,58.419,-91.175,59.79600000000001,-52.083,51.745,0
2002,Let's Talk About It,Jaheim,SOHNKMJ1311AFEB9F6,ARJM42R1187B9B69AA,4,1.0,-6.976,87.051,1.0,11,0.43,0.64925491,0.006,0.0,55.599,-99.153,254.783,-171.104,213.001,-126.684,151.588,-48.523,163.231,-92.506,84.766,-75.73899999999998,70.001,-62.566,83.609,-70.632,48.137,-50.69300000000001,64.72399999999999,-119.112,49.07100000000001,-61.14,55.831,0
1994,Whatta Man,Salt-N-Pepa,SOZKHWU12C106CA319,ARUQ6301187FB54EBA,4,0.71,-17.541,173.097,0.374,6,0.504,0.416060035,0.003,1.425,42.493,-92.365,219.13,-150.009,289.036,-270.159,177.176,-118.579,118.407,-81.456,164.03900000000004,-135.13,87.87799999999999,-113.787,111.918,-60.352,88.85700000000001,-67.497,94.858,-75.62899999999998,52.949,-58.767,53.209,1
2001,Killa Tay,Daz Dillinger,SOIOOFS12AB018634F,AR5GZW01187B9923D4,4,1.0,-2.8160000000000003,97.029,0.92,1,0.669,0.8979355109999999,0.0,0.0,58.786,-149.666,287.6020000000001,-239.604,109.141,-159.102,370.533,-46.778,129.094,-243.069,101.113,-92.229,87.027,-157.341,129.578,-63.916,72.32300000000002,-81.655,118.247,-94.928,54.12600000000001,-50.148,50.536,0
1996,Cough Syrup,Butthole Surfers,SORBEEF131677167C8,ARPQ4Z01187FB3A736,4,1.0,-4.792,117.713,0.846,9,0.529,0.8526659540000001,0.017,0.214,56.963,-69.755,167.097,-119.125,96.03,-211.072,142.112,-92.436,76.345,-86.714,154.69799999999995,-82.586,40.387,-55.237,48.457,-74.635,35.391,-33.718,50.099,-46.744,38.511,-46.755,34.899,0
2006,The River,Lyfe Jennings,SOCCNFU12A8C140DE8,AR1HUQI1187B9AA854,4,0.561,-7.642,83.26100000000002,0.133,6,0.524,0.404516899,0.004,1.245,55.397,-189.974,216.471,-183.432,110.628,-278.42900000000003,180.202,-53.325,149.263,-137.741,122.125,-109.587,67.718,-100.739,94.675,-64.758,61.015,-72.646,52.63,-83.08,59.67100000000001,-60.45,48.597,0
2007,No,Jason Aldean,SOCKQNY12A8C145FD1,ARH6BN71187B990C51,4,0.995,-5.443,106.311,0.955,1,0.226,0.841576373,0.011,0.039,57.676,-163.191,170.18,-117.289,90.157,-243.145,121.37,-56.775,88.08,-103.328,171.025,-66.574,75.569,-69.749,108.364,-58.323,45.738,-52.313,82.285,-76.679,101.164,-42.71,55.708,0
2002,This Is How I Live,Sam Roberts,SOHCXYQ12AB0187953,ARJ03DS1187FB3FA82,4,0.929,-5.148,91.371,0.85,2,0.07400000000000001,0.930191091,0.004,0.004,57.574,-191.439,171.067,-140.815,104.653,-133.409,199.346,-47.658,77.92,-73.122,247.771,-93.374,49.002,-52.003,99.594,-34.147,51.294,-46.793,96.872,-107.516,85.225,-37.387,36.754,0
1994,Funeral Fog,Mayhem,SOPTQMY12AB0185D5A,AR0FC641187B9B1DE9,4,0.852,-10.047,150.35299999999995,0.015,6,0.518,0.962135819,0.036000000000000004,0.0,53.602,-136.30200000000002,184.663,-165.648,41.82,-109.171,93.967,-55.129,57.49100000000001,-74.928,145.529,-62.887,39.838,-46.236,54.976000000000006,-27.228,73.747,-27.628,76.193,-101.388,91.621,-35.323,20.697,0
1990,Get Up! (Before The Night Is Over),Technotronic,SOPIJRF13740BA1157,AR3YCSH1187FB3CEDC,4,1.0,-12.002,123.966,1.0,6,0.046,0.7237091729999999,0.004,0.0,50.115,-185.042,292.259,-193.329,149.832,-176.112,216.081,-52.175,134.469,-131.007,171.451,-75.22399999999998,81.965,-59.364,84.86200000000002,-66.222,47.834,-54.13399999999999,71.139,-119.113,58.06800000000001,-70.10600000000001,46.757,1
2002,American Boy,Chris Isaak,SONXQGX12A8C13C870,ARCZC791187B991DF4,4,0.994,-7.876,133.015,0.941,4,0.6459999999999999,0.902735214,0.022,0.069,54.71,-75.61,169.856,-122.213,90.558,-87.874,218.409,-40.731,72.661,-110.781,81.0,-73.25,38.843,-36.311,126.761,-49.808,40.622,-29.709,30.304,-54.342,71.707,-34.496,42.33,0
2006,So What,Field Mob,SOLFCKP12AAA8C66D5,AR8J4ZW1187FB46BB2,4,1.0,-11.095,120.002,0.826,8,0.6409999999999999,0.482217678,0.002,0.006,50.833,-140.82,205.949,-161.37,205.522,-176.643,227.768,-48.155,193.528,-137.714,229.257,-99.925,83.234,-144.578,108.213,-73.976,62.662,-81.726,100.925,-108.723,72.827,-65.598,53.577,1
2003,Amsterdam,Guster,SOVSBFV1313439B870,AR57LEA1187B9AD137,4,1.0,-12.839,160.58100000000005,0.476,0,0.308,0.549030518,0.006999999999999999,0.08,51.588,-108.185,169.315,-165.815,111.19,-184.663,102.448,-68.717,71.263,-99.397,99.865,-46.312,53.01600000000001,-53.74100000000001,56.584,-54.853,34.45,-39.944,42.202,-65.259,67.061,-45.072,35.219,0
2010,Whataya Want From Me,Adam Lambert,SOFOBLL13A9E22142F,ARIGTAO11FED0C4411,4,0.938,-15.557,95.904,0.929,11,0.602,0.42590947,0.004,15.599,47.851000000000006,-83.61399999999998,231.735,-125.176,192.713,-164.046,211.905,-54.926,113.781,-117.653,277.953,-80.263,76.12899999999998,-90.897,99.15,-69.346,56.233,-94.733,62.789,-102.87,65.328,-48.411,47.37600000000001,1
1999,December,Static-X,SOPFGCY13745B4DB09,ARHRY5S1187B99B96F,4,1.0,-12.068,160.14,0.031,5,0.349,0.578134816,0.011,0.8190000000000001,56.32,-151.694,198.421,-82.012,164.31400000000005,-63.755,53.599,-54.357,126.849,-75.779,21.771,-47.881,76.19,-54.881,54.466,-52.367,43.816,-34.541,41.76600000000001,-37.159,23.626,-43.026,64.866,0
2006,Deja Vu,Beyonce,SOGDEYY135C4E0C45F,AR65K7A1187FB4DAA4,4,1.0,-5.851,105.973,0.813,10,0.187,0.7138719309999999,0.001,0.001,57.648,-235.265,215.51,-213.17,77.078,-320.414,379.254,-74.85300000000002,98.706,-227.62,174.47,-127.116,80.22,-64.484,114.742,-55.779,62.77,-66.44800000000001,85.825,-128.44299999999998,67.669,-54.125,54.467,1
2003,Road Outside Columbus,O.A.R.,SOSUPDY1311AFE0BE3,ARQTC851187B9B03AF,4,1.0,-6.6160000000000005,101.939,1.0,4,0.09,0.910163844,0.01,0.0,56.917,-45.478,171.13,-102.678,74.759,-94.013,122.343,-56.245,66.34100000000001,-115.625,129.792,-75.391,60.73,-51.574,69.403,-58.377,37.357,-46.0,61.288,-53.006,48.573,-53.601000000000006,43.01600000000001,0
2004,The Rainbow Connection,The Carpenters,SOIDMGT12A67021638,AR58JT11187B9AF4CC,3,0.87,-14.738,106.067,0.483,3,0.823,0.187032401,0.002,4.88,53.691,-241.319,215.851,-202.879,240.949,-229.465,131.963,-36.893,198.166,-87.637,103.473,-138.595,83.48200000000001,-126.182,106.886,-73.922,67.60300000000001,-75.22800000000002,46.06399999999999,-71.528,39.663,-51.304,43.462,0
2006,Damn Regret,The Red Jumpsuit Apparatus,SODFKXK13B1C882717,AR4YKRO1187B9B7829,4,0.85,-14.94,118.979,0.9,2,0.6,0.7626632259999999,0.014,36.229,46.68,-8.306000000000001,166.58,-58.728,111.081,-126.836,103.335,-62.536,71.264,-77.718,117.552,-54.18899999999999,63.841,-90.768,65.288,-57.137,67.429,-34.047,72.315,-87.861,80.406,-41.272,44.669,0
2005,My Window,The Residents,SOGWKHF1312A8AE0F6,AR95XYH1187FB53951,3,0.902,-12.5,89.991,0.62,0,0.0,0.411681879,0.004,6.812,53.19600000000001,-229.807,174.792,-130.839,126.874,-186.22,70.71300000000002,-100.233,71.251,-83.88799999999998,137.91,-58.724,82.213,-58.355,88.73299999999998,-44.271,76.58800000000002,-48.837,76.863,-47.021,106.101,-62.518,47.853,0
2003,Madman,The Jayhawks,SOOTHLA1313438EC15,AR4TV7J1187FB400C9,4,0.843,-7.734,114.132,0.8540000000000001,2,0.552,0.315668285,0.001,0.504,59.056,-207.784,233.421,-147.70600000000005,113.079,-191.164,190.245,-89.27600000000002,105.913,-93.081,128.056,-94.633,95.452,-99.717,119.518,-76.131,41.556,-62.0,55.154,-90.999,39.132,-51.13,53.168,0
2006,Control Myself,LL Cool J,SOAEVDT135C2E58042,ARNHMFD1187FB3B3F6,4,1.0,-7.31,120.014,0.899,0,0.435,0.846165915,0.002,1.925,54.68899999999999,-240.26,317.475,-138.811,121.505,-180.267,379.727,-86.139,148.385,-214.47,126.816,-112.676,88.421,-134.974,128.019,-109.54,99.976,-94.638,90.478,-118.866,47.229,-63.706,42.744,1
1999,Kid Koala,Handsome Boy Modeling School,SOBWPEE12A81C212D3,ARNWZ1N1187B9B71BA,4,1.0,-3.301,83.961,0.695,8,0.541,0.90764644,0.023,0.153,57.442,-112.219,214.723,-170.011,196.286,-233.908,194.867,-52.994,127.707,-135.98,207.677,-94.32,68.579,-107.758,115.631,-65.40899999999999,44.733,-80.656,69.48100000000001,-99.749,71.115,-37.372,48.595,0
1999,Britney Spears,Various artists,SOABDSG1377794FD13,ARAGWS81187FB3F768,4,0.95,-7.907999999999999,96.002,0.695,6,0.5479999999999999,0.826193638,0.01,0.0,52.095,-84.1,292.925,-138.28,159.681,-131.95,325.958,-123.093,129.017,-211.83,131.94899999999998,-73.02600000000002,95.493,-90.893,94.355,-40.646,76.017,-55.058,74.23,-73.02600000000002,105.468,-38.379,57.213,0
2010,Baby,Justin Bieber,SOFZRGG13AEB3170A9,ARFCWSZ123526A0AFD,4,1.0,-17.817,66.946,0.0,5,0.139,0.455089246,0.002,8.548,44.733,-83.87,240.312,-166.717,179.482,-122.019,257.261,-68.33,119.314,-162.418,121.799,-134.41299999999998,88.881,-66.903,77.986,-55.742,66.431,-41.497,63.743,-79.58800000000002,59.922,-57.701,53.223,1
1993,Comforter,Shai,SOPBORX1375245EFA3,ARP4J5Q1187B99171D,4,1.0,-17.649,121.835,0.444,6,0.341,0.243707661,0.005,0.643,43.472,-84.65899999999998,206.356,-155.961,153.371,-241.389,153.891,-116.133,105.393,-97.86,175.232,-68.564,82.04299999999998,-71.736,91.69,-107.467,60.466,-56.539,63.789,-62.31100000000001,45.721,-65.995,53.553,1
1999,Unpretty,TLC,SOAORMM13B346BE424,ARZSKZU1187FB4CE1E,4,1.0,-15.365,88.68299999999998,0.959,7,0.557,0.378902459,0.001,3.451,48.33,-57.673,228.649,-191.492,80.931,-158.865,132.52200000000002,-84.413,79.987,-97.843,120.914,-58.274,88.87799999999999,-59.713,85.76100000000002,-64.584,61.725,-37.697,55.356,-93.009,55.775,-44.289,37.785,1
2004,Little Sister,Rufus Wainwright,SOBRSHC12A670201EA,ARE0WH81187B9A7BA3,4,0.857,-9.32,87.03399999999998,0.525,0,0.37,0.264262114,0.011,0.019,54.908,-119.726,186.663,-101.62,156.901,-254.833,345.7030000000001,-33.274,105.788,-102.119,80.042,-89.336,48.19600000000001,-68.764,112.558,-41.802,44.645,-52.925,59.43600000000001,-90.795,62.098,-41.268,44.285,0
2002,Blurry,Puddle Of Mudd,SOLPEJD135C225B37A,ARSCSKH1187B9B95EE,4,0.984,-5.3870000000000005,157.457,0.434,3,0.4970000000000001,0.936921106,0.002,0.0,57.224,-53.627,174.984,-97.053,85.54899999999998,-295.541,78.82300000000002,-48.56100000000001,97.644,-103.979,103.304,-58.992,68.461,-78.548,71.37100000000002,-51.815,55.181,-42.22,49.247,-45.85,40.887,-63.051,51.334,1
1992,Weaving Way,Michelle Shocked,SOFDUFP12B0B80BFE4,ARADCA61187B9AD957,4,0.924,-10.564,91.366,0.446,1,0.5710000000000001,0.661303126,0.006999999999999999,0.0,52.39,-48.455,174.59400000000005,-95.245,137.753,-287.062,156.543,-53.383,87.721,-79.352,182.835,-81.808,72.803,-74.376,63.50899999999999,-40.557,51.283,-62.178,50.665,-94.793,36.464,-53.727,54.396,0
2005,How We Do,The Game,SOWJWJM135CB94D061,ARPBTRI1187FB52457,4,1.0,-8.963,98.036,0.7090000000000001,0,0.0,0.69544665,0.0,0.0,52.739,-175.69099999999997,243.682,-212.221,125.018,-135.509,368.111,-87.1,103.968,-93.452,107.629,-70.925,67.946,-86.161,87.743,-54.765,46.636,-49.845,69.377,-90.923,42.274,-33.224000000000004,29.468000000000004,1
2004,Original of the Species,U2,SOFSQDY12AB0186EDD,ARUJ5A41187FB3F5F1,4,0.74,-5.354,86.89399999999998,0.911,9,0.409,0.62631573,0.002,0.024,58.892,-198.456,203.855,-162.44,93.437,-175.91299999999995,137.095,-64.885,166.671,-105.32,200.343,-91.432,78.869,-130.351,93.847,-52.20399999999999,74.34,-92.378,86.34700000000002,-83.12799999999999,43.274,-47.745,44.695,0
2002,Underneath Your Clothes,Shakira,SOJHXGL12C106D0173,AR6PJ8R1187FB5AD70,4,1.0,-16.424,127.917,0.73,1,0.5820000000000001,0.416305168,0.005,20.424,42.496,-158.695,114.518,-107.14,123.198,-107.61,142.186,-64.913,92.409,-92.893,95.041,-90.306,83.999,-60.335,66.595,-27.648000000000003,100.377,-45.2,76.10300000000002,-53.349,71.315,-42.56100000000001,55.308,1
2008,Leavin',Jesse McCartney,SORDGJU13AEB350A2F,ARTLC2E1187B98E661,4,1.0,-18.686,80.851,0.787,6,0.404,0.395726056,0.002,5.728,44.522,-67.024,457.983,-143.22,153.871,-174.016,260.865,-99.53,85.65700000000002,-113.017,212.691,-103.429,61.393,-79.832,109.807,-88.959,67.077,-68.361,79.673,-110.178,66.061,-60.424,42.742,1
1999,Jumper,Third Eye Blind,SOPLZTU12B3A141F5C,AR2FO2M1187B9B9C81,4,0.389,-20.35,94.381,0.6609999999999999,0,0.79,0.31416450100000004,0.006,6.934,41.462,-103.142,160.746,-151.622,157.59799999999996,-172.34,205.85,-83.384,78.684,-79.715,104.142,-102.112,76.311,-69.092,63.55,-38.824,57.669,-47.32,64.17399999999999,-70.108,60.337,-55.68899999999999,50.091,1
1993,We Don't Talk,Gabrielle,SOZTOTF12A6310DF67,ARQ8VKP1187B9AEB31,4,1.0,-11.772,103.99,0.982,10,0.069,0.743575045,0.01,0.247,52.0,-42.285,185.936,-93.684,118.878,-125.721,89.89200000000002,-43.81,156.451,-91.147,57.658,-68.34899999999999,79.459,-61.69600000000001,70.907,-72.373,46.611,-53.325,61.351000000000006,-64.767,41.227,-54.633,42.872,0
